,,,,,,,,Cant:,95,233,395,12,55,291,7,89,7,323,11,66,2,28,21,2,8,0,8,25,10,9,5,0,,,,,FALSE
44,AMR-A06,ACOPLE TIPO CARDAN,LIMPIAR,"Cubierta, externa e internamente, más superficies contiguas.",Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
45,AMR-A09,ACOPLE TIPO CARDAN,MEDIR,Medir el juego longitudinal minimo disponible [20 mm segun el manual],Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
59,14,ACOPLE TIPO CARDAN,MEDIR,Registrar la medida del juego de los arboles articulados en [mm],Tarea,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
46,AMR-A10,ACOPLE TIPO CARDAN,VERIFICAR,Verificación visual exhaustiva a los acoples cardanicos,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
47,AMR-A11,ACOPLE TIPO CARDAN,VERIFICAR,Verificación de marcas  del acoplamiento motor - reductor,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
48,AMR-A12,ACOPLE TIPO CARDAN,VERIFICAR,Análisis de fisuras por partículas magnéticas,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
49,AMR-A08,ACOPLE TIPO CARDAN,PROBAR,Inspeccion por particulas magneticas a la pista de freno del disco,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,END Cardan,,,
50,AMR-A07,ACOPLE TIPO CARDAN,VERIFICAR,Verificación de alineación acoplamiento motor reductor,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,END Cardan,,,
7,DIN,DISCO DE INERCIA,,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
51,AMR-A13,DISCO DE INERCIA,VERIFICAR,"Verificacion de rajaduras,  fisuras en los discos de inercia",Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
8,EDRP,ESTRUCTURA DEL REDUCTOR PRINCIPAL,,,Plan,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,
52,RPR-A01,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Ausencia de ruidos y vibraciones anormales. NO tocar el reductor,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
53,RPR-A02,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,"Ausencia fuga de lubricante en ductos, cañerías, en bridas, tapas, racor y otros",Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
54,RPR-A03,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Verificar el estado del aceite (no espumante) .15 minutos después de la operación,Actividad,TRUE,BAJA,MECANICO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
55,RPR-A04,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Verificar el nivel de aceite de las mirillas del reductor,Actividad,TRUE,BAJA,MECANICO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
70,15,ESTRUCTURA DEL REDUCTOR PRINCIPAL,ANOTAR,Registrar nivel de aceite de la mirilla superior entre  10 %  y 90 %,Tarea,TRUE,BAJA,MECANICO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
71,16,ESTRUCTURA DEL REDUCTOR PRINCIPAL,ANOTAR,Registrar nivel de aceite de la mirilla inferior  entre  60 %  y 90 %,Tarea,TRUE,BAJA,MECANICO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
56,RPR-A05,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Aceite en el deposito de fugas y el indicador de goteo del reductor,Actividad,FALSE,BAJA,MECANICO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
57,RPR-A06,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Inspecciones SPM,Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
58,RPR-A07,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,Inspecciones de vibraciones,Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
59,RPR-A08,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,"Verificación de las marcas de tornilleria, ajustar y marcar si no existen los testigos",Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
60,RPR-A09,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,El reductor y sus alrededores,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
61,RPR-A10,ESTRUCTURA DEL REDUCTOR PRINCIPAL,LIMPIAR,Filtrado de aceite ,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
62,RPR-A11,ESTRUCTURA DEL REDUCTOR PRINCIPAL,REACONDICIONAR,Extraer muestra de aceite de Reductor para análisis,Actividad,FALSE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
63,RPR-A12,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,Cambio de lubricante del reductor ,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cambio aceite reductor,,,
64,RPR-A13,ESTRUCTURA DEL REDUCTOR PRINCIPAL,REEQUIPAR,Realizar la limpieza general del reductor,Actividad,TRUE,MEDIA,HIDRAULICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cambio aceite reductor,,,
9,ECR,ELEMENTOS DE CONTROL DE REFRIGERACIÓN,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
65,RPR-A14,ELEMENTOS DE CONTROL DE REFRIGERACIÓN,ANOTAR,La temperatura del reductor (horario de mayor carga),Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
82,17,ELEMENTOS DE CONTROL DE REFRIGERACIÓN,ANOTAR,Registrar la temperatura del Reductor en [°C],Tarea,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
66,RPR-A15,ELEMENTOS DE CONTROL DE REFRIGERACIÓN,VERIFICAR,Calibracion de sensores del reductor,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
10,RIC,RADIADOR  INTERCAMBIADOR DE CALOR,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,
67,RAR-A01,RADIADOR  INTERCAMBIADOR DE CALOR,VERIFICAR,Verificación de no fugas a los alrededores del radiador .,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
68,RAR-A02,RADIADOR  INTERCAMBIADOR DE CALOR,MONITORIZAR,Medicion de vibraciones del motor ventilador,Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Analisis vibraciones ,,,
69,RAR-A03,RADIADOR  INTERCAMBIADOR DE CALOR,PROBAR,Prueba de los ciruitos de activacion del motor ventilador,Actividad,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
70,RAR-A04,RADIADOR  INTERCAMBIADOR DE CALOR,VERIFICAR,Verificar estado del ventilador y correcta sujeción al motor,Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
71,RAR-A05,RADIADOR  INTERCAMBIADOR DE CALOR,MEDIR,Resistencia de aislamiento del motor ,Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
72,RAR-A06,RADIADOR  INTERCAMBIADOR DE CALOR,VERIFICAR,"Verificar la tornillería del conjunto radiador , motor - ventilador,",Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
73,RAR-A07,RADIADOR  INTERCAMBIADOR DE CALOR,LIMPIAR,Desmontar el radiador y verificar ductos internos,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Radiador,Se recomienda cambar a tarea Ejecutar,,
74,RAR-A08,RADIADOR  INTERCAMBIADOR DE CALOR,MEDIR,"Consumo de corriente  del motor en fases U, V, W",Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
92,18,RADIADOR  INTERCAMBIADOR DE CALOR,MEDIR,Registrar la corriente en la fase U en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
93,19,RADIADOR  INTERCAMBIADOR DE CALOR,MEDIR,Registrar la corriente en la fase V en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
94,20,RADIADOR  INTERCAMBIADOR DE CALOR,MEDIR,Registrar la corriente en la fase W en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
75,RAR-A09,RADIADOR  INTERCAMBIADOR DE CALOR,LIMPIAR,Limpieza del radiador,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cambio aceite reductor,,,
76,RAR-A10,RADIADOR  INTERCAMBIADOR DE CALOR,VERIFICAR,Verificar el paso de aceite,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cambio aceite reductor,,,
77,RAR-A11,RADIADOR  INTERCAMBIADOR DE CALOR,VERIFICAR,Verificar estado y configuracion correcta del termostato,Actividad,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cambio aceite reductor,,,
11,BOM,BOMBA DE RECIRCULACIÓN,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
78,RAR-A12,BOMBA DE RECIRCULACIÓN,VERIFICAR,Verificar el correcto funcionamiento del motor de la bomba,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
79,RAR-A13,BOMBA DE RECIRCULACIÓN,ANOTAR,"Lectura del manómetro cuando el conjunto Motor-Bomba de recirculación está en marcha (>0,2bar).",Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
100,21,BOMBA DE RECIRCULACIÓN,ANOTAR,Registrar la presion del manometro en [bar],Tarea,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
80,RAR-A14,BOMBA DE RECIRCULACIÓN,VERIFICAR,Marcas de tornilleria del conjunto motor bomba,Actividad,FALSE,ALTA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
81,RAR-A15,BOMBA DE RECIRCULACIÓN,VERIFICAR,Ausencia de ruidos y vibraciones anormales en conjunto Motor-bomba,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
82,RAR-A16,BOMBA DE RECIRCULACIÓN,MONITORIZAR,Inspecciones por análisis de vibraciones ,Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Analisis vibraciones ,,,
83,RAR-A17,BOMBA DE RECIRCULACIÓN,PROBAR,Prueba de los ciruitos de activacion del motor bomba de aceite,Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
84,RAR-A18,BOMBA DE RECIRCULACIÓN,AJUSTAR,Ajuste de la tornilleria motor bomba,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
85,RAR-A19,BOMBA DE RECIRCULACIÓN,MEDIR,Resistencia de aislamiento del motor ,Actividad,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
86,RAR-A20,BOMBA DE RECIRCULACIÓN,REVISAR,Revisar estado del acople motor bomba,Actividad,TRUE,MEDIA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,OVH bomba,,,
87,RAR-A21,BOMBA DE RECIRCULACIÓN,LIMPIAR,Limpiar el interior de la bomba,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,OVH bomba,,,
88,RAR-A22,BOMBA DE RECIRCULACIÓN,REACONDICIONAR,Reacondicionar desmontando todo el conjunto motor bomba,Actividad,TRUE,ALTA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,OVH bomba,La tarea no parece corresponder a Reacondicionar,,
89,RAR-A23,BOMBA DE RECIRCULACIÓN,MEDIR,"Consumo de corriente  del motor en fases U, V, W",Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
111,22,BOMBA DE RECIRCULACIÓN,MEDIR,Registrar la corriente en la fase U en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
112,23,BOMBA DE RECIRCULACIÓN,MEDIR,Registrar la corriente en la fase V en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
113,24,BOMBA DE RECIRCULACIÓN,MEDIR,Registrar la corriente en la fase W en [A],Tarea,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Filtrado aceite Reductor,,,
12,CHRA,CIRCUITO HIDRAULICO REFRIGERACIÓN ACEITE,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,
90,RAR-A24,CIRCUITO HIDRAULICO REFRIGERACIÓN ACEITE,VERIFICAR,Verificación de no fugas a los alrededores del circuito hidraulico.,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
